id,score,magnitude
1379167574215307266,0.5,1.5
1379133564432871424,-0.6000000238418579,0.6000000238418579
1379117725633679366,-0.6000000238418579,0.6000000238418579
1379116563807268864,0.10000000149011612,0.10000000149011612
1379071211674730500,-0.4000000059604645,0.4000000059604645
1379068102122561537,0.4000000059604645,0.4000000059604645
1379064406047350784,0.20000000298023224,0.5
1378914666794074112,0.30000001192092896,0.699999988079071
1378914012109418497,-0.10000000149011612,0.800000011920929
1378888028446289920,0.10000000149011612,0.10000000149011612
1378887258577661953,0.20000000298023224,0.20000000298023224
1378858408154136576,0.0,0.5
1378857702064001027,-0.10000000149011612,0.10000000149011612
1378857455283802115,-0.20000000298023224,0.4000000059604645
1378855977299157002,0.0,0.0
1378854177896505344,0.30000001192092896,1.100000023841858
1378854022921207811,-0.5,0.5
1378853618720272384,0.5,0.5
1378852974911438851,-0.20000000298023224,0.20000000298023224
1378852548468109314,0.10000000149011612,1.2999999523162842
